Created At	tweet_id	Retweet Count	Favorite Count	Retweeted
2017-06-27 12:14:36	879674319642796034	10	302	False
2017-06-27 00:10:17	879492040517615616	3093	22878	False
2017-06-26 19:07:24	879415818425184262	43102	103343	False
2017-06-26 16:31:08	879376492567855104	3026	16404	False
2017-06-26 00:13:58	879130579576475649	6633	0	False
2017-06-25 18:56:45	879050749262655488	4581	22023	False
2017-06-25 16:07:47	879008229531029506	2621	18544	False
2017-06-25 00:45:22	878776093423087618	4016	18962	False
2017-06-24 13:24:20	878604707211726852	7009	29553	False
2017-06-24 00:09:53	878404777348136964	1252	0	False
2017-06-23 18:17:33	878316110768087041	6473	0	False
2017-06-23 16:00:04	878281511006478336	1252	7559	False
2017-06-23 01:10:23	878057613040115712	6633	41058	False
2017-06-22 03:54:17	877736472329191424	18599	77895	False
2017-06-21 19:36:23	877611172832227328	78	0	False
2017-06-21 15:58:08	877556246731214848	3701	22207	False
2017-06-21 00:06:44	877316821321428993	5053	26766	False
2017-06-20 16:29:50	877201837425926144	5438	26505	False
2017-06-19 16:24:33	876838120628539392	3254	20225	False
2017-06-18 20:30:39	876537666061221889	4526	23016	False
2017-06-18 16:57:37	876484053909872640	2334	18342	False
2017-06-17 16:52:05	876120275196170240	4570	27316	False
2017-06-16 16:11:53	875747767867523072	4188	24639	False
2017-06-15 00:13:52	875144289856114688	4818	21453	False
2017-06-14 21:06:43	875097192612077568	5911	26815	False
2017-06-14 16:04:48	875021211251597312	4613	24925	False
2017-06-13 17:29:20	874680097055178752	4537	27226	False
2017-06-13 01:14:41	874434818259525634	14378	0	False
2017-06-12 16:06:11	874296783580663808	4016	25508	False
2017-06-12 00:15:36	874057562936811520	3869	22226	False
2017-06-11 21:18:31	874012996292530176	10180	33801	False
2017-06-10 16:39:04	873580283840344065	3852	23709	False
2017-06-10 00:35:19	873337748698140672	1551	0	False
2017-06-09 16:22:42	873213775632977920	1551	7086	False
2017-06-09 00:02:31	872967104147763200	5308	26777	False
2017-06-08 14:20:41	872820683541237760	3625	14441	False
2017-06-08 01:06:27	872620804844003328	3625	20382	False
2017-06-07 16:14:40	872486979161796608	8860	39913	False
2017-06-06 16:07:15	872122724285648897	7983	33756	False
2017-06-06 00:01:46	871879754684805121	10956	37219	False
2017-06-05 16:15:56	871762521631449091	3419	19898	False
2017-06-04 23:56:03	871515927908634625	3403	19846	False
2017-06-04 00:46:17	871166179821445120	5605	0	False
2017-06-03 20:33:19	871102520638267392	5424	20578	False
2017-06-03 15:55:36	871032628920680449	3762	22306	False
2017-06-03 00:48:22	870804317367881728	6116	33081	False
2017-06-02 19:38:25	870726314365509632	3	117	False
2017-06-02 15:00:16	870656317836468226	2603	12205	False
2017-06-01 20:18:38	870374049280663552	25889	81445	False
2017-06-01 16:00:09	870308999962521604	4104	21515	False
2017-05-31 23:43:25	870063196459192321	8241	36097	False
2017-05-31 04:27:59	869772420881756160	9921	41816	False
2017-05-30 23:51:58	869702957897576449	6277	27830	False
2017-05-30 16:49:31	869596645499047938	3106	15771	False
2017-05-29 16:24:37	869227993411051520	3756	20190	False
2017-05-28 17:23:24	868880397819494401	14337	64754	False
2017-05-28 01:26:04	868639477480148993	2078	0	False
2017-05-28 00:18:35	868622495443632128	5255	26406	False
2017-05-27 19:39:34	868552278524837888	2078	9999	False
2017-05-26 00:29:37	867900495410671616	4151	23917	False
2017-05-25 16:10:44	867774946302451713	7291	33598	False
2017-05-24 16:44:18	867421006826221569	2487	15934	False
2017-05-23 17:40:04	867072653475098625	120	0	False
2017-05-23 16:16:06	867051520902168576	7820	31925	False
2017-05-22 18:21:28	866720684873056260	4784	19885	False
2017-05-22 16:06:55	866686824827068416	3462	19105	False
2017-05-22 00:28:40	866450705531457537	35156	121137	False
2017-05-21 16:48:45	866334964761202691	14378	52071	False
2017-05-21 00:53:21	866094527597207552	8336	0	False
2017-05-19 23:57:46	865718153858494464	5601	25432	False
2017-05-19 00:12:11	865359393868664832	4988	26268	False
2017-05-18 00:50:50	865006731092295680	7674	27805	False
2017-05-17 16:00:15	864873206498414592	8697	32069	False
2017-05-16 00:41:21	864279568663928832	3027	14550	False
2017-05-15 19:14:50	864197398364647424	8923	29970	False
2017-05-15 00:02:33	863907417377173506	4135	20503	False
2017-05-14 00:34:33	863553081350529029	4180	15220	False
2017-05-13 19:11:30	863471782782697472	2446	0	False
2017-05-13 16:33:49	863432100342583297	5244	23705	False
2017-05-13 16:15:35	863427515083354112	97	2242	False
2017-05-12 17:12:53	863079547188785154	1107	8732	False
2017-05-12 16:05:02	863062471531167744	2446	8486	False
2017-05-12 00:46:44	862831371563274240	5113	19092	False
2017-05-11 17:34:13	862722525377298433	3535	17000	False
2017-05-11 00:01:27	862457590147678208	4975	20444	False
2017-05-10 00:08:34	862096992088072192	23378	74273	False
2017-05-08 00:54:59	861383897657036800	10757	36036	False
2017-05-07 18:36:02	861288531465048066	4177	17154	False
2017-05-06 23:49:50	861005113778896900	3821	16687	False
2017-05-06 22:16:42	860981674716409858	2174	0	False
2017-05-06 18:27:40	860924035999428608	825	0	False
2017-05-05 18:36:06	860563773140209665	2174	7510	False
2017-05-05 16:00:04	860524505164394496	5323	23609	False
2017-05-04 23:34:55	860276583193509888	3502	18298	False
2017-05-04 17:30:24	860184849394610176	5902	16685	False
2017-05-04 17:01:34	860177593139703809	31140	0	False
2017-05-04 00:15:58	859924526012018688	4118	19559	False
2017-05-03 19:26:06	859851578198683649	3542	15421	False
2017-05-03 03:17:27	859607811541651456	1589	18611	False
2017-05-02 00:04:57	859196978902773760	30503	90094	False
2017-05-01 15:58:40	859074603037188101	13762	33950	False
2017-05-01 01:47:28	858860390427611136	8241	0	False
2017-05-01 00:40:27	858843525470990336	3523	15588	False
2017-04-30 00:02:42	858471635011153920	4899	21573	False
2017-04-28 23:57:28	858107933456039936	2938	15777	False
2017-04-28 16:08:49	857989990357356544	2619	16200	False
2017-04-28 00:00:54	857746408056729600	10800	34422	False
2017-04-27 00:38:11	857393404942143489	1668	5934	False
2017-04-26 16:00:39	857263160327368704	4585	20117	False
2017-04-26 12:48:51	857214891891077121	18	228	False
2017-04-26 02:41:43	857062103051644929	174	0	False
2017-04-26 00:33:27	857029823797047296	4077	19042	False
2017-04-24 20:17:23	856602993587888130	10889	0	False
2017-04-24 16:22:16	856543823941562368	2931	16373	False
2017-04-24 15:13:52	856526610513747968	1921	11933	False
2017-04-24 02:15:55	856330835276025856	689	0	False
2017-04-23 23:26:03	856288084350160898	17	523	False
2017-04-23 23:01:59	856282028240666624	6453	27953	False
2017-04-22 19:15:32	855862651834028034	27	347	False
2017-04-22 19:05:32	855860136149123072	1046	5067	False
2017-04-22 18:55:51	855857698524602368	2156	11964	False
2017-04-22 18:31:02	855851453814013952	18131	45930	False
2017-04-22 16:18:34	855818117272018944	5565	26887	False
2017-04-21 16:33:22	855459453768019968	8398	30223	False
2017-04-21 02:22:29	855245323840757760	6125	0	False
2017-04-20 19:16:59	855138241867124737	47	0	False
2017-04-19 16:25:34	854732716440526848	6261	23113	False
2017-04-18 23:50:52	854482394044301312	7061	29676	False
2017-04-18 16:05:17	854365224396361728	4821	19143	False
2017-04-17 23:52:16	854120357044912130	7698	32434	False
2017-04-17 16:34:26	854010172552949760	3239	16444	False
2017-04-17 00:03:50	853760880890318849	5962	29029	False
2017-04-16 16:00:07	853639147608842240	10457	35395	False
2017-04-15 17:32:18	853299958564483072	3683	15793	False
2017-04-14 17:27:40	852936405516943360	2070	0	False
2017-04-14 15:51:39	852912242202992640	1898	9222	False
2017-04-13 23:59:28	852672615818899456	2232	15193	False
2017-04-13 16:05:56	852553447878664193	3633	16666	False
2017-04-13 00:03:59	852311364735569921	10231	33745	False
2017-04-12 18:25:07	852226086759018497	7034	20396	False
2017-04-12 16:00:27	852189679701164033	1643	11694	False
2017-04-12 00:23:33	851953902622658560	9972	0	False
2017-04-11 18:15:55	851861385021730816	23	0	False
2017-04-11 00:24:08	851591660324737024	3594	16548	False
2017-04-10 16:00:07	851464819735769094	7354	24804	False
2017-04-10 00:06:42	851224888060895234	5939	21141	False
2017-04-08 16:54:09	850753642995093505	9640	31695	False
2017-04-07 16:10:12	850380195714523136	2724	13373	False
2017-04-07 13:04:55	850333567704068097	348	3522	False
2017-04-07 00:38:06	850145622816686080	3977	16729	False
2017-04-06 16:18:05	850019790995546112	5091	20958	False
2017-04-06 00:13:11	849776966551130114	7915	31225	False
2017-04-05 17:00:34	849668094696017920	5158	0	False
2017-04-05 00:04:08	849412302885593088	3274	16291	False
2017-04-04 19:03:06	849336543269576704	1966	11709	False
2017-04-04 00:12:06	849051919805034497	8878	43560	False
2017-04-03 00:16:10	848690551926992896	4506	25888	False
2017-04-02 00:03:26	848324959059550208	4798	25447	False
2017-04-01 16:41:12	848213670039564288	777	8405	False
2017-04-01 16:35:01	848212111729840128	3205	16776	False
2017-04-01 01:08:10	847978865427394560	3402	0	False
2017-04-01 00:39:12	847971574464610304	444	0	False
2017-04-01 00:04:17	847962785489326080	5327	24206	False
2017-03-31 16:07:33	847842811428974592	1398	5621	False
2017-03-31 01:11:22	847617282490613760	441	7207	False
2017-03-31 00:27:14	847606175596138505	3559	19340	False
2017-03-30 00:56:03	847251039262605312	4488	21070	False
2017-03-29 18:43:12	847157206088847362	6138	20536	False
2017-03-29 16:00:12	847116187444137987	3347	22043	False
2017-03-29 00:01:05	846874817362120707	4112	20677	False
2017-03-28 00:07:32	846514051647705089	12162	45997	False
2017-03-27 23:35:28	846505985330044928	3225	14541	False
2017-03-27 00:15:53	846153765933735936	9519	32678	False
2017-03-26 23:20:02	846139713627017216	10390	31878	False
2017-03-26 16:55:29	846042936437604353	3038	16504	False
2017-03-26 01:38:00	845812042753855489	9165	30222	False
2017-03-25 16:45:08	845677943972139009	5022	25937	False
2017-03-24 22:08:59	845397057150107648	1896	7887	False
2017-03-24 16:10:40	845306882940190720	5665	24087	False
2017-03-24 02:22:04	845098359547420673	8046	0	False
2017-03-23 18:29:57	844979544864018432	2708	14078	False
2017-03-23 18:07:10	844973813909606400	3380	15625	False
2017-03-23 00:18:10	844704788403113984	10889	40021	False
2017-03-22 16:04:20	844580511645339650	3304	17053	False
2017-03-21 16:26:50	844223788422217728	2317	14100	False
2017-03-21 00:22:10	843981021012017153	3083	15660	False
2017-03-20 16:08:44	843856843873095681	4879	22176	False
2017-03-19 23:25:35	843604394117681152	2901	17477	False
2017-03-18 22:59:54	843235543001513987	6373	22254	False
2017-03-17 21:13:10	842846295480000512	3800	15762	False
2017-03-17 15:51:22	842765311967449089	1346	6988	False
2017-03-17 00:38:32	842535590457499648	3704	18734	False
2017-03-16 00:00:07	842163532590374912	6125	25343	False
2017-03-15 20:48:07	842115215311396866	3203	14519	False
2017-03-15 02:10:39	841833993020538882	16173	0	False
2017-03-14 16:01:03	841680585030541313	8194	26592	False
2017-03-14 00:04:30	841439858740625411	3890	13094	False
2017-03-13 16:08:50	841320156043304961	5755	20511	False
2017-03-13 15:47:01	841314665196081154	4969	16421	False
2017-03-13 00:02:39	841077006473256960	5605	23732	False
2017-03-12 03:07:56	840761248237133825	1855	0	False
2017-03-12 00:59:17	840728873075638272	17090	0	False
2017-03-11 22:59:09	840698636975636481	2	183	False
2017-03-11 22:51:24	840696689258311684	1038	12748	False
2017-03-11 18:35:42	840632337062862849	1855	9312	False
2017-03-11 01:15:58	840370681858686976	4812	17089	False
2017-03-10 18:27:58	840268004936019968	6072	20020	False
2017-03-10 00:04:21	839990271299457024	2428	13936	False
2017-03-08 18:52:12	839549326359670784	8241	28598	False
2017-03-08 01:44:07	839290600511926273	150	0	False
2017-03-07 22:22:32	839239871831150596	6931	28275	False
2017-03-07 03:22:35	838952994649550848	4212	20388	False
2017-03-07 01:17:48	838921590096166913	2196	11628	False
2017-03-07 00:57:32	838916489579200512	36	0	False
2017-03-06 19:21:35	838831947270979586	11718	0	False
2017-03-06 01:26:54	838561493054533637	1402	11359	False
2017-03-05 19:48:43	838476387338051585	5097	23491	False
2017-03-05 01:36:26	838201503651401729	10698	0	False
2017-03-04 22:12:52	838150277551247360	352	1748	False
2017-03-04 17:56:49	838085839343206401	0	147	False
2017-03-04 17:49:08	838083903487373313	3350	18335	False
2017-03-04 00:21:08	837820167694528512	8336	35583	False
2017-03-03 01:58:22	837482249356513284	468	3994	False
2017-03-03 01:14:41	837471256429613056	2425	13304	False
2017-03-02 18:17:34	837366284874571778	5635	22037	False
2017-03-02 01:20:01	837110210464448512	2540	16689	False
2017-03-01 17:22:13	836989968035819520	2444	13246	False
2017-03-01 01:42:39	836753516572119041	4902	20051	False
2017-02-28 20:41:37	836677758902222849	2364	13140	False
2017-02-28 18:46:45	836648853927522308	579	0	False
2017-02-28 02:09:08	836397794269200385	29430	0	False
2017-02-28 01:00:19	836380477523124226	3155	15370	False
2017-02-27 17:01:56	836260088725786625	4557	22158	False
2017-02-26 23:52:43	836001077879255040	4564	19920	False
2017-02-26 02:57:52	835685285446955009	8677	0	False
2017-02-25 19:37:50	835574547218894849	3855	18571	False
2017-02-25 17:06:32	835536468978302976	1815	0	False
2017-02-25 02:03:02	835309094223372289	22375	0	False
2017-02-25 01:18:40	835297930240217089	3197	17137	False
2017-02-24 23:04:14	835264098648616962	1815	8061	False
2017-02-24 21:54:03	835246439529840640	77	2186	False
2017-02-24 17:01:22	835172783151792128	6112	27261	False
2017-02-24 15:40:31	835152434251116546	3213	23429	False
2017-02-24 01:03:08	834931633769889797	1757	11294	False
2017-02-23 15:25:23	834786237630337024	5861	22126	False
2017-02-23 01:22:14	834574053763584002	2693	14270	False
2017-02-22 18:59:48	834477809192075265	11388	0	False
2017-02-22 17:41:18	834458053273591808	1787	10037	False
2017-02-22 01:14:30	834209720923721728	5099	21521	False
2017-02-21 22:26:07	834167344700198914	3882	16457	False
2017-02-21 17:18:39	834089966724603904	2267	10492	False
2017-02-21 17:04:24	834086379323871233	2365	13646	False
2017-02-21 02:17:06	833863086058651648	2560	14007	False
2017-02-20 23:50:09	833826103416520705	3980	18802	False
2017-02-20 17:37:34	833732339549220864	228	0	False
2017-02-20 17:00:04	833722901757046785	3419	21659	False
2017-02-20 00:53:27	833479644947025920	2201	15512	False
2017-02-19 01:23:00	833124694597443584	5158	21102	False
2017-02-18 17:00:10	832998151111966721	2366	13885	False
2017-02-18 01:50:19	832769181346996225	40	0	False
2017-02-18 01:03:09	832757312314028032	3868	17586	False
2017-02-17 20:05:43	832682457690300417	3132	12409	False
2017-02-17 17:38:57	832645525019123713	555	3050	False
2017-02-17 17:01:29	832636094638288896	2973	16559	False
2017-02-17 01:13:34	832397543355072512	2374	12478	False
2017-02-16 23:23:38	832369877331693569	3402	17950	False
2017-02-16 17:00:25	832273440279240704	2493	11828	False
2017-02-16 13:11:49	832215909146226688	6612	0	False
2017-02-16 13:11:05	832215726631055365	10015	0	False
2017-02-16 04:45:50	832088576586297345	2	70	False
2017-02-16 01:34:34	832040443403784192	10379	0	False
2017-02-16 01:04:13	832032802820481025	4960	18642	False
2017-02-15 18:54:34	831939777352105988	6558	25088	False
2017-02-15 18:03:45	831926988323639298	35	357	False
2017-02-15 17:02:36	831911600680497154	6974	28916	False
2017-02-15 01:04:21	831670449226514432	1937	10938	False
2017-02-14 23:43:18	831650051525054464	2070	7513	False
2017-02-14 17:17:22	831552930092285952	2454	9408	False
2017-02-14 02:02:51	831322785565769729	1638	9650	False
2017-02-14 01:35:49	831315979191906304	1193	6836	False
2017-02-14 01:09:44	831309418084069378	2619	12280	False
2017-02-13 22:03:49	831262627380748289	2193	12462	False
2017-02-13 01:46:03	830956169170665475	1597	8342	False
2017-02-12 01:04:29	830583320585068544	17991	70013	False
2017-02-10 21:54:58	830173239259324417	6101	0	False
2017-02-10 16:53:37	830097400375152640	3205	10287	False
2017-02-10 02:25:42	829878982036299777	5381	0	False
2017-02-10 01:15:49	829861396166877184	2095	12810	False
2017-02-09 01:27:41	829501995190984704	11388	33253	False
2017-02-08 22:00:52	829449946868879360	2169	10958	False
2017-02-08 17:00:26	829374341691346946	9972	36269	False
2017-02-08 01:35:19	829141528400556032	7947	25668	False
2017-02-07 17:00:28	829011960981237760	17394	55533	False
2017-02-07 03:04:22	828801551087042563	3639	0	False
2017-02-07 01:00:22	828770345708580865	6290	26786	False
2017-02-06 20:55:28	828708714936930305	12050	38382	False
2017-02-06 17:02:17	828650029636317184	1446	9956	False
2017-02-06 01:07:28	828409743546925057	1234	6610	False
2017-02-06 01:03:14	828408677031882754	1380	8030	False
2017-02-05 23:15:47	828381636999917570	2389	13246	False
2017-02-05 22:55:23	828376505180889089	1144	7735	False
2017-02-05 22:40:03	828372645993398273	3167	13158	False
2017-02-05 21:56:51	828361771580813312	182	2302	False
2017-02-05 01:04:17	828046555563323392	3072	12339	False
2017-02-04 22:45:42	828011680017821696	2307	10866	False
2017-02-04 17:34:40	827933404142436356	5606	21118	False
2017-02-03 23:04:02	827653905312006145	3223	16172	False
2017-02-03 19:31:54	827600520311402496	1018	7771	False
2017-02-03 01:16:53	827324948884643840	3288	16656	False
2017-02-02 17:00:17	827199976799354881	2407	11096	False
2017-02-02 01:01:21	826958653328592898	5381	22664	False
2017-02-01 17:44:55	826848821049180160	10982	38291	False
2017-02-01 02:17:19	826615380357632002	4247	0	False
2017-02-01 01:11:25	826598799820865537	270	5373	False
2017-02-01 01:09:42	826598365270007810	2522	10581	False
2017-01-31 17:06:32	826476773533745153	4514	19357	False
2017-01-31 01:27:39	826240494070030336	2781	13949	False
2017-01-30 23:05:46	826204788643753985	1001	5134	False
2017-01-30 17:10:04	826115272272650244	3376	16455	False
2017-01-30 01:21:19	825876512159186944	2014	11003	False
2017-01-29 22:15:05	825829644528148480	2678	13390	False
2017-01-29 02:44:34	825535076884762624	18498	54772	False
2017-01-28 01:04:51	825147591692263424	4921	19251	False
2017-01-27 23:16:13	825120256414846976	1372	0	False
2017-01-27 17:04:02	825026590719483904	1372	6677	False
2017-01-27 01:49:15	824796380199809024	5917	0	False
2017-01-27 00:24:48	824775126675836928	3788	15751	False
2017-01-26 17:02:56	824663926340194305	1867	10602	False
2017-01-25 18:38:36	824325613288833024	11195	12417	False
2017-01-25 16:45:05	824297048279236611	4167	15862	False
2017-01-24 22:44:42	824025158776213504	634	5022	False
2017-01-24 17:04:50	823939628516474880	2914	11199	False
2017-01-24 02:28:08	823719002937630720	12083	0	False
2017-01-24 01:08:40	823699002998870016	2602	13256	False
2017-01-23 17:20:14	823581115634085888	2851	13735	False
2017-01-23 00:56:15	823333489516937216	27	734	False
2017-01-23 00:13:17	823322678127919110	4331	16572	False
2017-01-22 20:42:21	823269594223824897	10614	0	False
2017-01-22 01:12:59	822975315408461824	3709	18214	False
2017-01-21 18:26:02	822872901745569793	47285	139410	False
2017-01-21 17:31:20	822859134160621569	2466	13942	False
2017-01-21 03:29:14	822647212903690241	6904	0	False
2017-01-21 01:02:48	822610361945911296	3199	15577	False
2017-01-20 17:00:46	822489057087389700	6904	19146	False
2017-01-20 15:17:01	822462944365645825	15792	29997	False
2017-01-20 00:50:15	822244816520155136	10614	36920	False
2017-01-19 19:25:24	822163064745328640	5185	0	False
2017-01-19 01:04:45	821886076407029760	2525	11962	False
2017-01-18 20:16:54	821813639212650496	3609	0	False
2017-01-18 17:07:18	821765923262631936	1796	8873	False
2017-01-18 01:01:34	821522889702862852	1916	8465	False
2017-01-17 18:17:58	821421320206483457	6044	0	False
2017-01-17 17:21:47	821407182352777218	4690	12426	False
2017-01-17 00:33:26	821153421864615936	10	267	False
2017-01-17 00:18:04	821149554670182400	2177	9184	False
2017-01-16 21:32:06	821107785811234820	2301	10121	False
2017-01-16 17:20:45	821044531881721856	2477	13365	False
2017-01-16 03:37:31	820837357901512704	7244	0	False
2017-01-15 21:49:15	820749716845686786	10698	33278	False
2017-01-15 17:52:40	820690176645140481	3476	12874	False
2017-01-15 04:56:16	820494788566847489	610	0	False
2017-01-15 01:45:15	820446719150292993	2789	0	False
2017-01-14 17:00:24	820314633777061888	610	3521	False
2017-01-14 01:22:35	820078625395449857	6793	20925	False
2017-01-13 21:04:55	820013781606658049	1278	0	False
2017-01-13 17:00:21	819952236453363712	1278	5615	False
2017-01-13 15:08:56	819924195358416896	5226	13596	False
2017-01-13 01:03:12	819711362133872643	3386	14214	False
2017-01-12 16:54:26	819588359383371776	2132	10118	False
2017-01-12 00:55:47	819347104292290561	1305	7624	False
2017-01-11 17:42:57	819238181065359361	437	2416	False
2017-01-11 17:01:16	819227688460238848	7244	24374	False
2017-01-11 02:57:27	819015337530290176	39777	0	False
2017-01-11 02:57:26	819015331746349057	20492	0	False
2017-01-11 02:21:57	819006400881917954	20492	47727	False
2017-01-11 02:15:36	819004803107983360	39777	91569	False
2017-01-10 02:30:30	818646164899774465	22592	0	False
2017-01-10 01:15:10	818627210458333184	8074	23456	False
2017-01-10 00:24:38	818614493328580609	2791	10417	False
2017-01-09 22:42:41	818588835076603904	6652	0	False
2017-01-09 19:14:36	818536468981415936	2680	11529	False
2017-01-09 04:04:51	818307523543449600	8798	0	False
2017-01-09 00:53:55	818259473185828864	2474	11648	False
2017-01-08 17:20:31	818145370475810820	2810	12988	False
2017-01-08 01:40:55	817908911860748288	855	5124	False
2017-01-07 20:18:46	817827839487737858	29430	54760	False
2017-01-07 16:59:28	817777686764523521	2902	11319	False
2017-01-07 01:00:41	817536400337801217	3288	12481	False
2017-01-06 22:45:43	817502432452313088	3675	0	False
2017-01-06 17:33:29	817423860136083457	16173	36131	False
2017-01-06 17:00:38	817415592588222464	1043	5930	False
2017-01-06 01:31:47	817181837579653120	9195	0	False
2017-01-06 00:49:53	817171292965273600	2181	9235	False
2017-01-05 21:29:55	817120970343411712	2838	12885	False
2017-01-05 17:13:55	817056546584727552	1787	9073	False
2017-01-05 02:09:53	816829038950027264	5108	0	False
2017-01-05 01:20:46	816816676327063552	2196	10590	False
2017-01-04 17:27:59	816697700272001025	2390	10372	False
2017-01-04 01:05:59	816450570814898180	8798	32336	False
2017-01-03 17:33:39	816336735214911488	2117	9099	False
2017-01-03 01:20:49	816091915477250048	2341	9458	False
2017-01-02 23:23:48	816062466425819140	1128	0	False
2017-01-02 20:12:21	816014286006976512	5756	0	False
2017-01-02 18:38:42	815990720817401858	1128	5285	False
2017-01-02 17:00:46	815966073409433600	9195	23734	False
2017-01-02 02:26:09	815745968457060357	4482	0	False
2017-01-02 01:48:06	815736392542261248	2464	10419	False
2017-01-01 19:22:38	815639385530101762	1781	8698	False
2017-01-01 02:53:20	815390420867969024	4129	10969	False
2016-12-31 00:08:17	814986499976527872	1393	8094	False
2016-12-30 01:05:33	814638523311648768	2942	11923	False
2016-12-29 21:06:41	814578408554463233	6290	0	False
2016-12-29 17:54:58	814530161257443328	2017	9166	False
2016-12-28 16:56:16	814153002265309185	9421	30489	False
2016-12-28 03:08:11	813944609378369540	3462	0	False
2016-12-28 00:52:25	813910438903693312	2036	9847	False
2016-12-27 18:24:12	813812741911748608	15207	38555	False
2016-12-27 17:36:16	813800681631023104	1906	8850	False
2016-12-26 03:00:30	813217897535406080	7932	19779	False
2016-12-26 02:00:11	813202720496779264	1955	9742	False
2016-12-26 01:00:05	813187593374461952	4737	21026	False
2016-12-26 00:00:03	813172488309972993	2075	9888	False
2016-12-25 23:00:08	813157409116065792	2407	8231	False
2016-12-25 22:00:04	813142292504645637	2557	8953	False
2016-12-25 21:12:41	813130366689148928	482	4737	False
2016-12-25 21:00:18	813127251579564032	3397	12576	False
2016-12-25 20:00:07	813112105746448384	2987	10957	False
2016-12-25 19:00:02	813096984823349248	3906	11175	False
2016-12-25 18:00:17	813081950185472002	3007	10478	False
2016-12-25 17:00:08	813066809284972545	2105	8447	False
2016-12-25 16:00:16	813051746834595840	7964	22220	False
2016-12-24 22:04:54	812781120811126785	2078	8064	False
2016-12-24 17:18:34	812709060537683968	1547	7029	False
2016-12-24 03:40:19	812503143955202048	1325	6443	False
2016-12-24 01:16:12	812466873996607488	2096	8467	False
2016-12-23 19:00:19	812372279581671427	3985	14516	False
2016-12-22 17:23:53	811985624773361665	1527	7703	False
2016-12-22 01:24:33	811744202451197953	1739	8004	False
2016-12-21 19:01:02	811647686436880384	804	5927	False
